user_id,nickname,total_page_num,weibo_num,has_weibo
2433827884,周依然6,5,879,True
user_id,nickname,total_page_num,weibo_num,has_weibo
1895567845,潘晓婷,381,3809,True
user_id,nickname,total_page_num,weibo_num,has_weibo
2433827884,周依然6,5,879,True
user_id,nickname,total_page_num,weibo_num,has_weibo
1895567845,潘晓婷,381,3809,True
